CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
7.32,0,CYBER,89.59,86.0,71.23,6,3,1,2,1527,0,1,1,54.41344444444444,41.233333333333334,7.32
6.9,2,CSE,77.12,76.95,37.3,4,3,2,3,1218,2,1,0,41.32333333333333,50.26666666666667,6.300000000000001
9.32,4,ECE,88.46,90.82,56.36,1,2,0,5,1354,2,0,1,35.852444444444444,61.8,8.120000000000001
7.6,0,ECE,84.35,81.14,59.05,2,5,1,2,1062,0,0,0,48.25944444444444,20.73333333333333,7.6
7.4,4,IT,72.06,63.24,85.79,6,5,3,0,1211,3,1,1,69.75922222222223,38.7,6.2
5.13,2,CSE,85.02,79.66,37.82,1,4,0,5,933,0,0,1,35.379333333333335,34.43333333333333,4.53
6.71,5,AIDS,73.36,69.07,70.15,4,0,0,1,1649,3,0,1,50.41166666666667,54.300000000000004,5.21
6.9,4,MECH,80.64,79.5,68.08,6,0,2,3,1242,0,2,0,49.63511111111111,42.733333333333334,5.7
6.99,5,CSE,76.93,77.16,94.19,3,1,3,2,1956,0,1,1,63.31255555555555,55.533333333333346,5.49
7.9,2,AIDS,89.0,93.12,66.17,4,2,1,5,1300,1,1,1,42.00655555555556,58.333333333333336,7.300000000000001
7.67,2,AIML,85.4,79.27,30.74,6,3,3,3,998,1,2,1,50.25533333333333,41.266666666666666,7.07
8.04,3,CIVIL,79.69,83.08,80.64,1,5,2,5,1238,0,2,0,54.94755555555556,54.599999999999994,7.139999999999999
8.82,2,MECH,73.14,71.29,100.0,5,4,2,3,1191,1,1,1,68.13333333333334,42.699999999999996,8.22
9.06,2,AIDS,67.31,60.0,87.07,4,5,1,2,1403,2,1,1,61.27655555555555,50.43333333333333,8.46
8.59,1,AIML,81.36,81.42,54.7,3,2,1,1,1147,2,0,1,41.04333333333333,30.900000000000006,8.29
9.78,0,CYBER,73.68,80.26,54.75,0,1,1,3,989,2,0,1,27.125,37.63333333333333,9.78
5.09,3,ECE,61.22,65.64,33.9,6,5,2,1,1052,1,1,0,50.54777777777777,26.066666666666666,4.1899999999999995
5.98,3,MECH,66.7,66.32,92.39,3,0,1,1,1212,1,0,1,46.79477777777778,26.400000000000002,5.08
5.04,3,CYBER,96.26,100.0,46.14,6,4,1,0,1217,2,0,0,44.842,27.23333333333333,4.140000000000001
8.24,1,CSE,73.4,74.36,55.43,3,0,1,5,1392,0,0,0,36.251222222222225,49.733333333333334,7.94
9.49,5,ECE,90.82,95.73,71.78,4,4,0,2,1071,2,2,1,48.089555555555556,44.36666666666667,7.99
6.22,2,AIDS,76.43,68.13,52.25,6,3,1,0,1024,1,1,1,46.697222222222216,19.133333333333336,5.62
9.64,0,CIVIL,92.4,86.15,100.0,5,4,2,4,1129,3,1,1,71.08888888888889,59.96666666666668,9.64
5.3,4,ECE,91.67,95.32,33.72,1,3,0,5,1409,2,1,0,31.993777777777776,68.63333333333334,4.1
9.67,5,CIVIL,71.74,79.44,99.47,4,2,2,0,997,2,0,1,59.29655555555555,19.900000000000002,8.17
6.76,2,CSE,60.12,62.21,63.73,5,0,3,3,1021,1,0,1,49.785666666666664,32.03333333333333,6.16
5.51,1,ECE,60.97,60.0,79.18,4,4,0,3,1509,1,2,1,47.82066666666667,58.3,5.21
7.43,2,CYBER,71.91,67.66,96.3,1,4,1,3,1192,1,2,1,57.34555555555555,47.73333333333333,6.83
6.28,2,IT,98.9,97.32,60.62,0,1,0,4,1003,1,1,1,30.91933333333333,42.43333333333333,5.680000000000001
6.42,1,CSE,75.89,81.96,53.32,3,0,2,1,1368,2,2,1,38.01822222222222,48.266666666666666,6.12
6.54,3,AIML,81.45,79.74,61.51,2,2,0,3,808,1,2,0,39.27522222222222,34.93333333333334,5.640000000000001
9.02,3,IT,93.03,98.27,70.68,4,3,3,5,1262,3,0,1,54.67066666666667,65.4,8.12
7.7,0,IT,81.1,84.37,32.84,5,2,1,5,899,0,1,1,39.71866666666667,38.3,7.7
6.56,0,AIML,80.76,89.33,91.33,0,1,1,0,1198,1,1,1,39.965666666666664,24.933333333333334,6.56
8.05,3,CYBER,86.23,87.23,72.67,0,2,3,1,1584,1,2,1,46.37877777777778,48.8,7.15
8.58,5,CIVIL,82.89,82.64,47.14,0,3,2,0,1130,2,0,0,36.68644444444445,24.333333333333336,7.08
6.36,4,AIDS,79.01,84.49,17.97,4,0,0,0,800,0,2,1,19.979888888888887,10.0,5.16
7.07,2,CSE,72.79,68.11,16.29,1,5,2,3,800,0,2,1,39.687,28.000000000000004,6.470000000000001
5.61,4,CYBER,80.78,78.56,70.96,2,1,2,0,1237,0,1,0,43.82133333333333,19.56666666666667,4.41
5.91,2,MECH,90.94,82.54,44.65,5,4,2,4,800,1,0,1,51.76166666666667,30.666666666666664,5.3100000000000005
8.41,3,AIDS,97.82,91.55,60.43,2,4,1,5,1564,2,2,1,46.44011111111111,78.8,7.51
5.91,0,MECH,82.92,92.54,66.8,3,0,0,5,903,2,2,1,38.35111111111111,56.766666666666666,5.91
7.63,5,CIVIL,87.55,91.01,55.31,2,5,1,5,1173,1,0,0,42.781888888888886,49.1,6.13
8.55,0,ECE,82.7,75.84,81.16,2,2,1,1,906,0,2,0,43.21466666666666,19.53333333333333,8.55
5.53,4,ECE,79.13,85.1,57.08,3,4,1,3,800,0,1,0,47.935111111111105,23.0,4.33
7.84,0,CYBER,85.14,81.62,65.0,6,1,0,3,1162,2,2,1,43.266666666666666,53.400000000000006,7.84
6.28,3,CIVIL,91.89,95.1,27.46,2,5,3,0,1837,3,1,1,37.51577777777777,59.56666666666668,5.380000000000001
9.81,5,CIVIL,71.14,74.27,60.18,4,3,1,0,1032,1,1,1,47.18733333333333,19.400000000000002,8.31
7.42,4,ECE,65.49,73.81,76.64,5,2,1,2,1490,3,1,0,51.69200000000001,60.00000000000001,6.22
9.03,5,MECH,74.67,71.98,59.01,6,5,1,2,1047,3,1,0,57.08077777777777,45.233333333333334,7.529999999999999
7.75,2,CYBER,82.12,78.42,90.36,5,3,0,3,1657,0,1,0,51.519111111111116,51.56666666666667,7.15
5.22,0,AIDS,88.7,75.25,88.59,3,5,0,3,1315,3,1,0,52.86588888888889,60.16666666666668,5.22
8.17,5,CIVIL,70.1,69.5,81.46,1,5,2,0,933,1,2,1,51.14911111111111,21.1,6.67
9.76,1,AIML,60.0,63.63,100.0,3,2,1,4,1325,2,0,1,54.47777777777778,54.833333333333336,9.459999999999999
8.01,0,AIDS,74.91,79.22,81.95,4,1,1,4,910,1,2,1,50.96277777777778,44.333333333333336,8.01
9.1,2,MECH,78.06,84.32,62.29,4,3,0,5,945,1,0,0,43.787,41.5,8.5
9.42,5,CIVIL,68.38,69.83,78.61,4,1,0,0,1407,1,2,1,45.77188888888888,36.9,7.92
6.14,4,AIML,72.44,74.96,93.2,3,3,1,2,1170,1,0,0,58.01555555555555,31.0,4.9399999999999995
6.06,2,CIVIL,88.67,89.01,47.33,2,2,3,2,1006,3,2,0,47.04344444444444,48.86666666666667,5.46
8.05,1,AIDS,80.78,84.32,46.99,0,1,2,4,1417,0,1,1,34.041444444444444,49.56666666666666,7.750000000000001
7.06,5,CIVIL,83.46,78.79,40.09,2,2,2,3,950,2,0,1,39.593666666666664,36.33333333333333,5.56
9.2,3,MECH,76.44,69.4,69.15,3,5,1,0,1399,0,2,0,48.65611111111111,29.966666666666665,8.299999999999999
9.5,0,IT,72.46,68.32,54.93,5,5,2,5,996,3,1,1,56.06788888888888,61.53333333333334,9.5
6.77,4,ECE,76.37,77.44,94.82,4,2,2,5,1649,0,2,1,57.123777777777775,68.3,5.569999999999999
6.18,3,AIML,84.99,78.49,62.75,5,3,1,3,1607,0,0,0,52.09166666666667,44.9,5.279999999999999
8.9,5,CIVIL,65.09,61.92,91.45,6,5,2,2,957,3,2,1,68.66833333333334,47.23333333333334,7.4
6.37,5,MECH,96.5,93.5,53.4,5,3,0,4,871,0,2,1,45.25333333333334,36.36666666666667,4.87
9.11,2,AIML,85.75,89.66,50.26,3,1,1,3,1081,2,1,1,34.98911111111111,45.7,8.51
7.12,5,MECH,74.64,77.94,36.91,5,4,0,2,879,3,1,0,38.88411111111111,39.63333333333333,5.62
8.34,4,MECH,88.13,88.49,51.03,4,5,1,2,1412,2,1,0,47.742333333333335,50.73333333333334,7.14
5.48,3,CYBER,92.22,94.48,61.84,3,5,0,5,1275,0,0,1,45.152,45.83333333333333,4.58
8.12,4,CYBER,76.7,79.05,78.49,1,0,2,2,1009,1,1,1,38.547,30.63333333333333,6.919999999999999
7.26,1,CSE,77.83,76.02,75.86,1,3,3,3,1705,1,0,0,50.04688888888889,54.833333333333336,6.96
7.93,1,ECE,94.93,92.22,37.39,4,2,0,1,1507,3,1,1,36.339222222222226,54.56666666666666,7.63
5.84,0,ECE,100.0,100.0,56.69,6,0,0,4,800,1,1,1,47.48477777777778,35.666666666666664,5.84
8.68,0,ECE,80.29,67.85,50.4,5,1,3,2,970,1,1,1,48.02000000000001,29.333333333333332,8.68
9.31,1,MECH,68.42,64.71,82.1,1,0,3,3,1561,1,1,1,46.92999999999999,55.03333333333333,9.01
6.08,5,ECE,75.29,74.28,67.5,6,0,0,5,1516,3,0,0,45.36111111111111,73.86666666666666,4.58
5.48,4,CSE,90.33,93.13,31.45,4,4,0,0,1478,2,0,0,38.55722222222222,35.93333333333333,4.28
5.12,1,ECE,69.7,75.38,72.45,5,4,0,5,2000,1,0,0,47.99055555555556,76.66666666666666,4.82
8.21,0,CSE,77.92,87.2,100.0,6,0,1,4,1525,3,1,1,53.62222222222221,73.16666666666667,8.21
8.04,1,MECH,82.93,82.47,84.37,6,4,0,0,1705,2,1,1,56.788777777777774,48.50000000000001,7.739999999999999
7.73,5,AIDS,70.77,70.65,62.91,0,4,0,0,2000,3,1,1,36.59522222222222,65.00000000000001,6.23
6.16,1,CYBER,90.96,92.78,51.97,3,0,3,5,1155,1,0,1,38.37988888888889,48.5,5.86
6.95,4,ECE,86.94,84.28,58.09,4,3,3,3,955,1,2,1,51.282555555555554,39.83333333333333,5.75
7.97,3,CSE,100.0,94.08,52.15,4,4,1,5,1237,0,2,1,43.745,54.56666666666666,7.07
7.48,5,IT,87.81,87.33,69.97,5,0,1,1,1728,0,2,1,41.64655555555555,46.93333333333334,5.98
9.94,0,MECH,70.39,74.12,54.43,3,3,2,3,1716,0,0,1,42.095666666666666,48.53333333333333,9.94
5.68,4,IT,85.3,84.09,18.12,4,5,0,3,1035,2,2,1,31.65822222222222,49.16666666666666,4.4799999999999995
8.48,1,MECH,89.88,91.95,74.27,2,4,0,4,1222,3,0,1,45.93655555555555,58.06666666666666,8.18
7.02,1,IT,90.39,81.05,63.03,0,0,3,3,833,2,0,1,42.13122222222222,32.43333333333334,6.72
7.14,3,AIDS,72.23,72.32,51.78,1,4,2,4,1183,0,1,0,40.78955555555556,41.766666666666666,6.24
8.59,0,ECE,71.04,69.02,44.79,3,3,0,2,800,0,1,1,36.34811111111111,17.0,8.59
8.46,0,IT,68.6,62.23,75.61,6,0,2,4,986,1,0,1,51.34966666666666,36.86666666666667,8.46
9.96,2,AIDS,96.05,99.33,57.48,1,3,1,3,1258,2,2,1,37.632888888888886,56.599999999999994,9.360000000000001
5.64,0,IT,86.23,95.46,52.93,2,5,0,2,800,1,0,0,43.79011111111111,18.666666666666664,5.64
5.52,3,CSE,71.79,76.74,90.1,2,2,0,2,1457,1,0,1,40.61888888888888,40.56666666666666,4.619999999999999
8.62,2,MECH,81.27,86.54,83.63,6,1,1,1,1603,3,2,1,56.15566666666666,62.76666666666667,8.02
7.89,2,MECH,78.76,82.33,39.58,6,2,0,5,800,0,1,0,48.68511111111111,35.0,7.29
6.37,1,CYBER,70.27,73.51,33.86,2,4,1,3,893,1,0,1,39.16911111111111,27.766666666666666,6.07
5.4,1,IT,80.36,71.36,57.52,0,3,1,0,800,1,1,1,33.58933333333333,11.666666666666666,5.1000000000000005
5.43,0,ECE,81.91,81.27,27.14,1,0,2,5,1214,0,1,1,24.93088888888889,48.79999999999999,5.43
9.47,2,IT,99.31,100.0,34.82,4,3,3,3,800,0,1,0,46.86822222222222,23.0,8.870000000000001
5.96,1,CSE,73.44,76.1,67.94,3,4,3,0,1450,3,0,1,54.593111111111114,41.66666666666667,5.66
6.62,3,AIDS,62.91,69.26,67.0,5,0,1,5,1322,3,2,1,47.599999999999994,77.39999999999999,5.720000000000001
6.13,1,CYBER,69.51,64.35,67.18,4,2,2,1,1884,1,2,1,49.76511111111112,58.8,5.83
6.77,5,IT,71.07,74.11,66.64,0,3,1,3,1735,1,1,0,39.90311111111111,60.83333333333334,5.27
5.35,5,MECH,75.73,70.41,52.93,5,1,2,5,809,1,1,0,42.64566666666666,41.96666666666666,3.8499999999999996
7.6,1,IT,69.53,68.48,52.23,5,5,2,1,1709,2,2,1,58.602333333333334,59.633333333333326,7.3
5.34,2,AIDS,88.22,87.91,64.51,0,5,3,0,1062,3,1,0,50.86411111111111,33.733333333333334,4.74
9.0,2,CSE,68.84,73.15,100.0,1,4,3,4,1158,1,2,1,62.63333333333333,52.6,8.4
6.17,4,CSE,80.2,83.92,48.32,2,4,2,3,989,0,2,0,43.41822222222222,34.3,4.97
7.7,5,MECH,100.0,100.0,45.59,0,3,3,2,1042,3,0,0,39.39922222222222,40.06666666666667,6.2
9.4,3,MECH,85.54,74.78,51.8,4,2,2,2,1807,3,1,1,47.095555555555556,70.56666666666666,8.5
8.25,2,MECH,84.51,86.73,51.44,0,2,0,1,800,1,1,0,29.465333333333334,17.666666666666664,7.65
7.66,0,CSE,98.57,97.23,69.88,6,1,1,4,1805,2,0,1,46.81955555555556,70.83333333333333,7.66
6.62,5,IT,92.46,99.42,17.82,2,1,3,2,1238,1,2,1,31.912666666666667,43.266666666666666,5.12
6.67,3,ECE,85.65,91.42,69.61,1,3,1,2,1298,2,1,1,40.183,46.93333333333333,5.77
8.35,3,IT,76.89,72.2,82.12,5,0,3,3,1131,2,0,1,54.68044444444444,42.36666666666666,7.449999999999999
9.97,2,AIDS,79.77,82.68,41.39,1,2,1,2,1079,0,2,1,27.228111111111108,31.300000000000004,9.370000000000001
8.31,3,CSE,79.29,82.3,49.46,6,0,1,0,1403,1,0,1,39.471333333333334,26.766666666666666,7.41
7.79,2,ECE,75.99,78.63,68.04,6,0,3,1,1529,2,0,1,60.03422222222222,43.63333333333333,7.19
8.65,1,CIVIL,82.12,84.12,67.9,5,3,3,5,990,3,0,1,64.03666666666666,56.333333333333336,8.35
7.33,5,IT,83.51,86.66,74.52,1,1,3,2,1505,1,0,1,43.000444444444454,42.166666666666664,5.83
5.3,4,CIVIL,67.55,75.06,51.18,4,0,3,3,979,2,2,0,41.49844444444445,47.3,4.1
7.81,1,AIDS,96.32,93.56,91.85,2,3,2,5,1306,3,0,1,53.93277777777777,66.86666666666667,7.51
9.79,5,CSE,84.1,79.57,70.02,6,1,3,0,1644,0,2,0,59.28377777777778,38.13333333333334,8.29
5.88,2,AIML,77.37,81.29,37.22,0,0,3,5,1324,0,0,0,30.266000000000005,47.46666666666667,5.28
8.45,5,MECH,82.21,72.79,48.48,4,0,3,2,800,1,0,0,40.688444444444436,18.666666666666664,6.949999999999999
6.0,2,IT,89.3,92.57,72.23,4,1,0,1,1302,1,1,0,38.569,34.4,5.4
7.68,1,ECE,65.33,67.72,66.49,1,5,1,1,1358,1,1,1,46.12477777777777,36.266666666666666,7.38
5.48,0,IT,78.95,67.22,67.59,5,1,3,1,1283,1,1,1,53.721444444444444,33.766666666666666,5.48
7.25,0,CYBER,68.14,64.96,76.02,5,4,3,2,880,1,1,1,61.23933333333332,26.333333333333332,7.25
8.78,5,CYBER,100.0,100.0,31.01,4,4,1,0,800,2,0,0,42.06966666666666,13.333333333333334,7.279999999999999
6.74,0,AIDS,81.38,74.1,38.39,3,3,1,4,800,3,0,1,40.016999999999996,44.0,6.74
8.32,2,AIML,68.22,69.29,48.71,4,3,2,5,953,1,2,0,46.30188888888889,51.76666666666666,7.720000000000001
8.98,3,CYBER,100.0,94.98,56.06,6,2,1,1,1222,3,0,1,46.07355555555556,40.06666666666667,8.08
9.64,2,CIVIL,74.64,71.1,67.27,6,4,1,0,1080,2,2,1,54.13655555555555,32.666666666666664,9.040000000000001
6.17,3,IT,77.91,87.49,78.35,3,1,0,3,1105,2,0,1,41.87166666666667,41.5,5.27
7.0,1,MECH,78.63,79.25,86.45,2,4,2,3,932,2,0,1,55.090555555555554,35.733333333333334,6.7
5.76,4,CSE,71.52,74.11,50.45,6,5,0,0,800,1,2,1,51.334999999999994,16.666666666666668,4.56
9.96,3,CYBER,82.47,81.91,72.29,6,3,1,3,975,0,1,1,55.898111111111106,28.833333333333332,9.06
9.64,0,ECE,60.0,60.0,61.57,6,5,3,3,1472,0,0,1,66.61544444444444,40.400000000000006,9.64
7.7,2,CSE,90.86,84.93,67.78,0,3,2,1,1368,1,1,1,41.47844444444444,36.6,7.1000000000000005
9.21,1,CSE,68.72,74.61,77.6,1,5,1,2,1523,1,2,1,50.85777777777778,52.76666666666666,8.91
7.6,0,ECE,75.85,76.61,81.65,2,3,1,2,1447,1,0,1,52.43944444444444,40.233333333333334,7.6
8.12,1,MECH,87.52,83.66,84.06,1,1,3,2,1567,2,2,1,46.018,60.9,7.819999999999999
5.45,4,ECE,77.96,77.85,8.69,6,5,3,2,800,0,0,1,48.184777777777775,12.0,4.25
8.78,2,CIVIL,78.36,81.67,68.33,6,0,3,0,1643,0,2,1,49.38788888888889,38.1,8.18
5.64,5,ECE,69.88,72.15,83.37,0,3,2,1,1631,3,2,1,44.83322222222222,63.7,4.14
9.13,2,CIVIL,100.0,96.15,64.39,6,4,0,0,1110,3,1,1,54.217000000000006,35.333333333333336,8.530000000000001
8.91,4,IT,85.31,77.44,94.84,4,0,2,5,1665,0,1,1,56.08533333333333,63.83333333333334,7.71
8.54,2,CSE,69.17,67.14,64.09,5,4,3,5,1585,0,1,1,57.660333333333334,61.16666666666667,7.9399999999999995
5.18,5,MECH,81.78,87.33,56.9,0,3,2,3,1169,2,0,1,36.19222222222222,43.63333333333333,3.6799999999999997
6.52,3,ECE,68.47,72.74,37.34,2,1,3,1,1248,3,2,0,32.71311111111112,50.93333333333333,5.619999999999999
6.32,1,CSE,97.22,99.28,37.09,1,0,0,4,930,1,1,0,19.926999999999996,40.0,6.0200000000000005
6.8,5,ECE,82.0,81.14,76.01,0,0,2,2,1676,2,0,1,40.203,54.53333333333333,5.3
5.44,0,CSE,70.24,67.66,72.33,2,3,0,5,1126,3,1,1,45.61011111111111,65.86666666666667,5.44
9.68,4,MECH,86.98,86.21,76.45,5,5,0,5,1376,1,0,0,51.501666666666665,55.86666666666667,8.48
7.77,3,ECE,77.22,81.13,41.79,3,3,3,3,1096,1,2,1,40.31477777777778,44.53333333333334,6.869999999999999
6.53,0,CIVIL,67.12,72.17,61.01,4,3,2,2,1030,0,2,0,47.269666666666666,29.666666666666664,6.53
6.98,0,AIDS,83.81,82.5,87.57,4,2,2,2,938,0,2,1,54.01544444444444,26.6,6.98
7.24,4,IT,83.53,96.21,98.54,6,1,0,2,1659,1,0,1,61.028666666666666,47.3,6.04
8.0,3,AIML,91.38,91.84,61.18,2,5,3,5,1195,1,2,1,50.354,59.83333333333333,7.1
7.58,0,MECH,80.65,78.91,32.19,0,1,0,4,1610,0,0,0,17.412555555555553,51.0,7.58
9.6,0,CIVIL,81.07,88.45,92.29,3,3,0,3,1726,0,0,1,51.687,48.86666666666667,9.6
7.48,3,CIVIL,81.6,71.41,59.4,2,2,0,2,1558,0,0,1,36.30888888888889,37.26666666666667,6.58
9.96,2,CIVIL,95.95,98.35,96.16,4,3,0,2,1601,0,2,0,52.31466666666667,48.699999999999996,9.360000000000001
9.26,0,MECH,76.9,76.54,79.41,0,3,2,1,1523,3,2,1,49.711888888888886,60.10000000000001,9.26
6.04,1,ECE,84.69,91.94,40.04,1,1,1,2,1147,0,2,0,33.92311111111111,33.56666666666667,5.74
9.65,3,CSE,86.17,89.19,76.93,0,2,2,1,1532,2,0,1,44.090111111111106,43.733333333333334,8.75
5.58,0,CSE,83.5,84.19,81.58,2,1,3,3,1174,2,2,1,47.851777777777784,53.79999999999999,5.58
9.09,4,ECE,76.52,79.83,69.95,4,3,1,3,850,2,0,0,47.940555555555555,32.99999999999999,7.89
6.9,5,IT,81.21,75.93,41.32,4,4,0,3,1319,0,2,0,38.95155555555556,45.3,5.4
9.39,1,ECE,79.06,83.9,42.68,0,0,2,1,1332,1,0,1,26.470666666666666,30.4,9.09
9.34,5,CSE,99.59,92.87,58.76,5,5,1,5,800,1,1,0,50.53911111111111,41.666666666666664,7.84
9.03,5,CYBER,75.42,77.21,64.45,2,3,0,5,1376,3,2,1,37.02388888888889,79.19999999999999,7.529999999999999
8.95,0,AIDS,70.87,71.05,88.65,1,5,2,4,1493,0,2,1,63.18388888888889,57.099999999999994,8.95
6.52,1,AIML,79.94,71.12,37.7,3,2,1,4,1412,2,0,1,35.63222222222222,57.733333333333334,6.22
5.4,1,ECE,79.23,79.58,85.6,4,4,2,5,1296,1,0,1,56.724444444444444,53.2,5.1000000000000005
7.01,2,CYBER,81.97,83.38,35.83,2,5,1,5,800,0,0,0,38.49344444444445,30.0,6.41
5.87,5,AIDS,75.43,72.15,91.84,4,5,3,2,1214,2,1,1,63.151999999999994,44.13333333333333,4.37
8.47,1,ECE,81.1,76.04,100.0,4,2,2,3,1254,2,2,1,64.58888888888889,56.46666666666667,8.17
6.73,2,IT,81.3,83.76,63.98,4,3,2,5,1185,2,0,1,45.51622222222222,56.166666666666664,6.130000000000001
9.88,3,AIML,89.06,90.87,43.94,3,3,1,0,1156,2,1,1,35.226444444444446,30.2,8.98
8.2,2,MECH,80.93,82.06,67.42,5,0,3,5,1166,2,1,1,51.43711111111111,60.53333333333334,7.6
9.11,4,ECE,81.02,81.07,65.33,0,2,2,2,1345,3,0,1,36.48788888888889,50.16666666666667,7.909999999999999
5.66,0,CSE,85.16,82.33,30.33,1,4,3,5,800,2,2,1,37.29899999999999,53.333333333333336,5.66
9.31,3,CSE,88.68,100.0,79.87,4,0,3,4,1407,3,0,1,54.92766666666667,64.23333333333335,8.41
9.61,3,AIDS,70.16,68.67,59.1,4,2,2,4,968,2,0,1,56.67444444444444,42.93333333333334,8.709999999999999
7.44,4,CIVIL,67.48,63.15,50.38,1,3,0,3,1091,2,0,1,36.36955555555556,41.03333333333333,6.24
8.03,2,IT,96.95,97.23,63.58,6,0,1,1,818,2,1,1,46.11844444444444,24.933333333333334,7.43
8.82,0,CSE,87.04,86.14,60.12,6,3,2,2,1484,2,1,1,59.236,53.13333333333333,8.82
5.87,2,MECH,77.81,76.2,91.87,2,1,3,1,1268,3,2,1,54.04988888888889,51.6,5.2700000000000005
7.51,1,MECH,80.2,89.57,54.35,3,1,1,4,1273,0,1,0,33.416111111111114,44.766666666666666,7.21
6.99,2,IT,76.07,70.43,71.28,0,0,2,3,1010,1,0,1,37.85066666666667,31.666666666666664,6.390000000000001
5.73,3,AIDS,82.11,82.3,59.07,4,0,1,4,1027,3,1,0,39.998777777777775,56.56666666666668,4.83
6.84,0,CSE,70.28,64.97,68.74,0,2,1,3,954,3,2,0,37.05533333333333,53.13333333333333,6.84
5.34,2,ECE,88.4,85.7,62.79,3,4,3,5,1262,3,0,1,56.937000000000005,65.4,4.74
5.13,0,CIVIL,81.75,90.44,70.77,2,4,0,0,1426,0,0,1,45.897666666666666,20.866666666666667,5.13
5.68,0,IT,82.12,83.52,61.21,3,1,0,1,906,1,1,1,38.59633333333334,21.199999999999996,5.68
9.82,1,AIDS,71.06,72.41,81.08,2,1,1,2,1347,0,1,1,41.03511111111111,35.233333333333334,9.52
7.75,1,CYBER,85.24,80.55,67.41,1,1,3,3,1164,1,2,1,43.900777777777776,46.8,7.45
9.83,3,CYBER,71.29,69.17,73.88,5,3,3,5,1328,1,0,1,62.25288888888888,54.266666666666666,8.93
7.16,4,CSE,73.08,82.19,45.08,0,4,2,5,856,1,2,1,34.10177777777778,48.53333333333333,5.96
6.56,0,CSE,80.88,83.37,59.08,2,0,1,0,1335,0,1,1,37.87955555555555,22.833333333333332,6.56
7.53,4,IT,100.0,98.3,69.98,0,1,2,5,1166,1,0,0,44.74955555555555,48.86666666666667,6.33
7.2,3,MECH,81.71,83.92,71.53,6,5,3,5,1216,2,1,1,63.770111111111106,62.2,6.300000000000001
5.53,0,CYBER,60.0,61.34,58.75,1,2,1,0,1896,3,0,1,39.35833333333334,56.53333333333334,5.53
8.2,0,AIDS,73.57,69.38,63.86,4,0,0,1,819,1,2,1,38.569111111111106,23.3,8.2
6.08,5,CYBER,86.84,84.99,56.76,2,0,0,5,1346,3,0,1,35.17244444444444,68.19999999999999,4.58
8.1,4,AIML,68.72,79.99,56.92,4,0,2,3,1315,0,1,0,42.84266666666666,40.166666666666664,6.8999999999999995
8.25,2,CYBER,88.31,90.27,75.02,6,4,1,2,1464,0,0,1,57.39488888888889,34.13333333333334,7.65
5.76,1,IT,81.59,73.74,51.88,2,1,3,2,1335,2,2,0,39.71955555555555,53.166666666666664,5.46
5.31,2,IT,89.91,92.46,57.64,5,2,2,2,1246,1,1,0,47.45866666666666,38.53333333333333,4.71
8.9,4,CIVIL,74.41,80.93,92.04,3,3,0,4,1483,3,2,1,51.92311111111112,76.76666666666667,7.7
7.3,1,CSE,73.63,69.11,49.81,3,2,3,4,1949,3,0,1,49.12077777777778,82.3,7.0
5.29,2,CSE,85.65,83.37,65.89,4,2,1,3,1178,3,0,1,45.267,50.6,4.69
9.97,5,MECH,79.92,87.19,78.04,4,5,0,5,1235,0,0,1,56.94533333333334,44.49999999999999,8.47
5.29,1,AIDS,79.32,79.49,88.94,1,2,3,5,1025,1,0,1,51.11533333333333,44.166666666666664,4.99
8.48,0,CSE,95.69,94.98,65.55,6,3,0,2,980,2,1,1,47.89833333333334,36.333333333333336,8.48
9.92,2,CYBER,86.04,79.36,91.0,6,2,1,0,1422,2,0,1,65.73333333333335,34.06666666666667,9.32
6.2,1,AIDS,60.1,65.45,58.79,0,5,2,5,1305,0,1,1,44.959222222222216,51.83333333333333,5.9
5.71,5,ECE,87.99,87.05,28.29,2,2,3,2,1008,1,1,1,33.553666666666665,30.599999999999998,4.21
5.61,1,CSE,86.99,76.13,45.12,1,1,3,3,1321,2,1,0,35.736000000000004,53.7,5.3100000000000005
6.52,1,CSE,91.85,83.99,77.69,0,5,1,2,1168,2,0,1,43.251444444444445,37.6,6.22
5.51,5,CYBER,70.6,67.8,46.37,6,1,0,1,1877,0,0,1,40.63322222222222,41.9,4.01
8.46,2,CYBER,83.25,77.88,25.4,1,1,0,2,1073,3,2,0,21.608888888888888,51.1,7.860000000000001
5.31,3,AIDS,81.12,76.54,53.43,5,0,0,5,1369,2,0,0,40.19566666666666,62.3,4.41
7.55,2,MECH,70.42,82.15,43.39,4,5,3,5,1165,0,0,0,48.772555555555556,42.166666666666664,6.95
9.98,4,CSE,89.47,93.01,80.05,5,2,3,0,1120,2,0,0,62.7261111111111,24.0,8.780000000000001
9.07,5,CSE,77.58,64.7,100.0,4,4,0,3,1248,2,1,1,56.32222222222223,51.26666666666667,7.57
8.08,2,CYBER,91.53,89.96,83.27,3,4,3,3,972,0,2,1,60.047666666666665,33.733333333333334,7.48
6.53,1,CSE,72.57,72.12,90.89,2,4,2,0,954,0,0,1,55.95588888888889,5.133333333333334,6.23
8.12,5,IT,65.39,60.0,56.87,2,3,1,3,1469,1,2,1,40.80544444444444,56.96666666666667,6.619999999999999
