CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
5.93,3,IT,76.4,84.26,"[{""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}]",24.9,6,4,2,5,1086,1,0,1
5.87,3,CSE,70.74,73.14,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}]",50.12,4,3,1,5,1761,0,2,1
5.49,3,CSE,77.76,75.79,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}]",86.95,2,5,0,1,1531,0,0,1
8.3,2,ECE,74.72,77.28,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Expert""}]",54.01,1,0,3,1,1109,1,1,1
8.82,1,CSE,80.88,80.48,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",100.0,0,0,3,0,1441,2,1,1
6.33,0,CSE,90.08,94.41,"[{""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",82.57,0,3,3,2,1052,2,1,1
5.1,4,MECH,80.71,87.38,"[{""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",61.05,5,5,1,5,1048,3,0,0
5.41,4,CSE,81.62,80.78,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}]",65.77,4,2,1,3,1604,2,0,0
9.84,1,CSE,69.43,78.21,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Beginner""}]",58.35,4,0,3,3,1205,0,0,1
6.48,3,IT,78.66,84.6,"[{""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}]",54.58,4,4,2,0,1402,1,2,1
8.85,0,IT,75.78,75.87,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",100.0,2,4,2,3,1133,1,2,1
8.12,4,MECH,86.82,90.17,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",55.83,4,5,0,1,1433,1,2,0
6.91,5,CSE,72.35,73.88,"[{""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",83.27,2,0,0,3,1257,2,1,1
6.03,4,CYBER,71.39,71.5,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}]",30.1,5,0,0,5,1119,1,2,0
5.61,3,AIML,83.17,92.74,"[{""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",31.57,5,2,0,3,1076,1,1,0
8.08,5,CYBER,99.8,100.0,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Beginner""}]",100.0,5,5,0,1,1455,2,2,0
8.87,1,MECH,78.24,74.04,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Intermediate""}]",71.63,3,0,1,2,1225,0,2,0
8.22,0,AIDS,81.68,76.54,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",57.83,6,2,1,5,1574,3,1,0
7.65,1,CIVIL,89.48,84.54,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}]",93.01,4,4,2,2,965,0,0,1
5.21,1,CSE,85.1,87.55,"[{""skill"": ""css"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",78.47,0,2,2,1,1452,2,2,0
9.84,0,ECE,85.16,83.46,"[{""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Advanced""}]",95.13,3,0,1,1,1175,1,1,1
8.99,0,AIDS,79.05,80.71,"[{""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Beginner""}]",61.07,6,1,2,5,918,3,0,1
6.46,4,IT,79.24,83.92,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}]",54.08,2,5,3,4,1812,0,0,0
9.9,4,CSE,72.45,82.59,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""node"", ""level"": ""Advanced""}]",83.23,1,0,2,4,1031,3,0,1
8.01,0,CYBER,84.86,83.27,"[{""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",81.44,6,1,3,3,907,0,1,1
7.91,5,AIDS,84.64,77.59,"[{""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Beginner""}]",56.89,4,4,3,5,1471,0,2,1
8.74,2,CSE,87.17,96.13,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",74.62,4,5,0,5,1125,2,2,1
9.06,4,MECH,75.12,67.83,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Advanced""}]",78.14,2,3,2,3,1673,0,2,1
8.28,2,CSE,88.3,80.82,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}]",94.65,4,5,3,4,973,1,0,1
5.64,5,CYBER,91.33,100.0,"[{""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",70.79,5,4,2,3,1810,2,2,1
6.69,0,IT,67.86,73.19,"[{""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Expert""}]",30.82,6,4,2,2,1337,3,1,1
9.64,5,IT,77.03,79.46,"[{""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",71.43,4,4,1,2,1195,2,2,0
6.12,4,AIDS,91.75,91.5,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",39.54,2,2,1,0,800,0,2,0
6.86,1,ECE,73.5,72.31,"[{""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",73.17,2,4,0,4,866,3,2,1
7.16,0,CIVIL,85.29,82.03,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",81.76,3,3,2,2,1101,1,2,1
7.2,3,ECE,80.09,78.67,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",65.52,5,0,1,0,1442,2,1,0
8.06,2,IT,83.31,83.07,"[{""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}]",62.46,6,1,3,1,954,0,2,1
9.72,5,CIVIL,80.39,73.52,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",77.46,4,5,3,5,887,3,0,1
6.2,0,CSE,87.46,83.36,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}]",62.7,3,5,0,2,1282,1,2,1
5.61,5,ECE,69.78,60.0,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",42.74,0,4,3,0,1413,1,0,1
5.99,0,IT,70.87,71.26,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",33.06,6,1,2,3,1724,2,0,1
9.43,4,CIVIL,94.65,95.04,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",33.67,1,4,3,5,800,3,0,1
8.23,4,AIML,100.0,100.0,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}]",93.99,2,2,0,0,1094,0,1,0
6.43,4,AIML,79.95,81.82,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",69.57,6,1,0,2,848,3,0,0
9.08,5,ECE,97.15,94.37,"[{""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Expert""}]",80.15,6,4,3,3,901,1,0,1
9.31,3,IT,72.28,71.28,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",99.34,4,4,2,3,1077,3,2,1
9.23,4,ECE,74.68,77.12,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}]",48.55,2,3,1,0,875,2,1,1
9.59,0,AIDS,94.57,95.71,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}]",40.76,2,3,2,0,944,3,1,1
6.26,4,IT,88.04,90.93,"[{""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",66.49,6,3,2,2,1410,3,1,1
8.78,1,AIML,96.06,97.95,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",77.24,6,2,2,3,1440,2,0,1
7.3,4,IT,84.69,83.42,"[{""skill"": ""node"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",29.39,4,1,3,4,893,3,0,1
9.21,5,AIML,69.87,67.2,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Expert""}]",80.74,1,2,1,0,1308,2,0,1
8.64,3,AIDS,82.24,79.29,"[{""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Advanced""}]",62.71,3,0,2,4,814,2,2,0
8.88,1,AIDS,92.02,87.39,"[{""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",55.77,0,4,1,4,1009,2,0,0
8.28,5,IT,78.67,73.26,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Intermediate""}]",62.24,5,4,0,3,824,1,1,0
5.89,5,CSE,77.14,86.33,"[{""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",8.11,1,4,1,2,800,3,2,0
7.73,5,ECE,84.84,85.46,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Beginner""}]",54.3,0,3,3,4,1728,2,2,0
9.92,0,IT,74.4,73.63,"[{""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Advanced""}]",63.03,5,4,0,2,1259,0,1,1
9.69,5,CSE,82.96,80.48,"[{""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Beginner""}]",87.08,1,3,0,0,1157,0,0,1
5.22,0,MECH,80.64,82.78,"[{""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",50.41,0,0,2,3,1295,1,2,0
5.82,5,ECE,75.1,81.11,"[{""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Beginner""}]",69.4,6,2,1,1,1129,2,1,0
5.66,2,CIVIL,89.81,93.42,"[{""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}]",4.8,4,2,0,3,1429,2,0,0
8.63,1,CIVIL,86.46,91.07,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Advanced""}]",53.87,6,2,0,1,1275,1,2,1
9.09,2,CSE,76.46,73.53,"[{""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}]",84.06,2,3,1,5,972,3,2,1
6.07,5,AIML,79.85,79.83,"[{""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",51.66,6,5,1,0,1554,2,2,1
7.53,1,CSE,77.29,74.42,"[{""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}]",82.06,2,5,0,2,1496,2,2,1
9.2,1,ECE,73.61,74.15,"[{""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Beginner""}]",37.43,5,1,0,0,1227,0,2,1
8.66,3,ECE,63.02,69.38,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}]",85.44,6,5,1,3,1575,2,0,1
7.71,2,AIDS,75.16,77.36,"[{""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",53.27,0,1,3,1,1385,1,1,1
7.95,3,CSE,73.76,81.89,"[{""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Expert""}]",52.53,0,0,1,5,1316,0,2,0
7.54,1,ECE,81.15,79.71,"[{""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Intermediate""}]",85.03,3,1,3,1,1277,1,1,1
6.49,0,CIVIL,84.41,80.37,"[{""skill"": ""cloud"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",83.18,5,0,0,3,1588,1,1,1
7.83,1,IT,71.98,74.54,"[{""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",87.32,1,4,2,3,1285,2,1,1
8.44,3,CIVIL,83.73,84.33,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Advanced""}]",100.0,1,2,1,0,1798,3,0,1
9.37,2,AIML,70.44,72.05,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Advanced""}]",99.67,3,5,0,4,1548,2,1,1
8.18,5,AIML,78.75,79.61,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}]",52.5,4,3,0,1,1219,3,1,0
8.81,5,CSE,73.98,71.55,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",74.36,1,0,2,3,1462,0,1,1
5.8,2,IT,87.46,88.44,"[{""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Advanced""}]",49.3,6,5,1,0,1194,1,2,1
7.31,5,IT,81.17,86.03,"[{""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",99.04,5,3,0,4,1778,1,2,0
5.05,5,ECE,78.9,84.28,"[{""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",74.83,1,3,3,2,1559,2,1,1
6.23,3,IT,73.75,71.3,"[{""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}]",54.89,4,2,2,3,1196,3,0,1
8.63,2,IT,76.71,77.87,"[{""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""c++"", ""level"": ""Beginner""}]",88.22,4,4,3,4,941,1,2,1
9.96,4,AIML,98.29,100.0,"[{""skill"": ""react"", ""level"": ""Expert""}, {""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",52.65,1,4,1,2,1422,1,2,1
5.5,0,AIML,74.99,72.65,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",59.98,5,1,3,5,1325,3,1,1
7.01,0,CSE,84.79,81.55,"[{""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Expert""}]",43.78,4,5,2,2,1847,1,1,1
9.0,5,IT,78.87,82.85,"[{""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""git"", ""level"": ""Beginner""}]",38.73,2,4,0,0,800,1,0,0
6.02,0,ECE,84.51,87.6,"[{""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",73.29,3,2,2,1,1201,1,2,1
7.78,2,IT,88.37,84.18,"[{""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""html"", ""level"": ""Expert""}]",84.55,1,5,0,3,923,3,1,1
8.67,2,CIVIL,76.46,69.46,"[{""skill"": ""c++"", ""level"": ""Beginner""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}]",79.97,6,3,0,4,1081,3,2,0
